Machine_ID,Operating_Hours,Temperature,Vibration,Pressure,Maintenance_Required,Failure,Machine_ID_Encoded
Machine_115,663,85.0978674977782,1.887160603125028,137.79356490525538,1,0,168
Machine_116,4291,95.2403162303522,3.24719341163621,66.53321387884489,1,0,179
Machine_117,1857,71.90123089275087,3.4427704843575824,90.01776997972792,0,0,190
Machine_118,1778,96.36527430870484,5.457902388311044,80.68222472408814,1,0,201
Machine_119,3342,32.11458514959706,6.8051925497994326,50.62014683002994,0,0,212
Machine_120,4736,58.1932951584283,4.120454879312234,72.97762396820318,0,0,224
Machine_121,1159,68.14453871563578,7.334967197477122,53.15213235513544,0,0,235
Machine_122,1822,66.53893179369493,3.69357071650601,54.46637705526286,0,0,246
Machine_123,3414,52.11694232712346,3.2576949344902237,52.44682032316564,0,0,257
Machine_124,3257,47.04675274930091,5.641286530641732,88.68208564159131,0,0,268
Machine_125,2725,30.145921804033502,0.7253054229050108,125.75176410135786,0,0,279
Machine_126,2829,51.33939604498225,1.2579966745230036,98.27640405134892,0,0,290
Machine_127,1697,33.01286520843881,4.470710664072007,137.18479062610103,0,0,301
Machine_128,3160,78.74925411937747,9.457670758221688,106.3853386292069,0,1,312
Machine_129,2793,36.7064748395672,7.354361908512525,112.72081387591254,0,0,323
Machine_130,4991,24.68522442276271,1.3372024102552986,110.11286756724036,0,0,335
Machine_131,3727,64.18929102537874,8.5400211214183,83.93510318204895,0,1,346
Machine_132,1463,67.61837861755212,7.456857320777719,112.72065866400992,0,0,357
Machine_133,2081,89.75304490244044,6.303991994175205,38.364929576275344,1,0,368
Machine_134,1763,66.15852899341455,8.292783125787185,133.18217662987956,0,0,379
Machine_135,1629,47.63846829787566,4.339043553558092,123.33745721327008,0,0,390
Machine_136,2138,84.24095052210563,2.604259983111601,59.427594987801456,1,0,401
Machine_137,3402,63.22231145499369,5.3642221965332135,122.16389451048988,0,0,412
Machine_138,2337,26.34242277049534,5.713996678138002,31.51711216800222,0,0,423
Machine_139,1406,65.26804482505973,5.614100534094165,56.069588697705655,0,0,434
Machine_140,4129,92.641483633733,5.868201019061,37.81646864050751,1,0,446
Machine_141,2775,51.70501003985764,9.512696723272215,123.62722999414736,0,0,457
Machine_142,1382,43.70606415198401,9.0713334194142,120.70489814140646,0,0,468
Machine_143,809,31.4775565614416,8.819311847309924,127.63632285621968,0,0,479
Machine_144,4844,32.11564175482859,8.113459703631957,30.53780319906346,0,1,490
Machine_145,4513,54.62171874734551,9.462567019020211,90.14792720140896,0,1,501
Machine_146,3848,67.65438593292237,1.4356990959543308,114.58034370208038,0,0,512
Machine_147,4879,26.44923241356814,3.018670983734525,48.648135448681856,0,0,523
Machine_148,763,95.16548712201326,5.203031483718556,107.97488730151495,1,0,534
Machine_149,2098,80.41068939561568,8.54207768467235,40.093211917162286,1,0,545
Machine_150,3545,66.92991346269301,5.299074259465959,51.75910273251758,0,0,557
Machine_151,3843,86.27509367511927,7.606330023745093,87.09561779935213,1,1,568
Machine_152,1595,26.414940544969063,1.820119099864704,108.42781832173225,0,0,579
Machine_153,3404,58.14711021864995,2.8979312232773218,47.504295234467534,0,0,590
Machine_154,3863,70.40745014893307,7.451872902857888,52.226799699712544,0,1,601
Machine_155,1953,86.29223248946315,2.0649730844333787,54.53356404787956,1,0,612
Machine_156,4759,82.67756480394141,3.837881379221804,58.64409656387742,1,0,623
Machine_157,1391,42.16553997707197,3.0162294492289288,57.18646182315495,0,0,634
Machine_158,3681,95.27041356473634,3.8236860951135454,77.41789301971642,1,0,645
Machine_159,3557,29.947667314469623,7.229078466240718,108.45475810040676,0,1,656
Machine_160,1736,90.01068948969217,3.9945482208566094,82.56381397613636,1,0,668
Machine_161,3796,97.67521996836948,5.775001564775432,123.11686904998658,1,0,679
Machine_162,3099,34.17228185781005,1.4493528320168916,116.31222071383378,0,0,690
Machine_163,3252,77.76528513630282,8.147668085728963,45.18322968588908,0,1,701
Machine_164,798,23.22284150223988,4.013941943657186,35.86099479848927,0,0,712
Machine_165,2260,52.4338260111324,6.6610745108167535,135.35298767995272,0,0,723
Machine_166,4197,61.302663935813925,7.39120121578741,39.579727987544814,0,1,734
Machine_167,4837,66.45161807277073,2.4917787600611536,47.80070168636557,0,0,745
Machine_168,954,94.87497985988476,8.904412357056824,32.65599306697417,1,0,756
Machine_169,3574,73.78005498353558,6.354130390266053,105.40036383583843,0,0,767
Machine_170,1807,58.50223609753896,4.572888846639074,99.88446757900182,0,0,779
Machine_171,2877,84.77400290127115,2.232184243993085,148.42843997223068,1,0,790
Machine_172,1833,96.04262567635271,9.451858910061464,136.43188755806062,1,0,801
Machine_173,3610,21.765291894583267,7.6731479392504385,79.30118129770916,0,1,812
Machine_174,302,98.6017017804831,2.4762333459658645,74.59030090950421,1,0,823
Machine_175,3355,26.890571125094425,3.7082523598801327,65.62224411359821,0,0,834
Machine_176,4318,85.15094234150091,8.191905451836696,48.28883040454576,1,1,845
Machine_177,4596,42.426780204113,7.10893780054572,46.570038792241085,0,1,856
Machine_178,866,30.574372620309735,7.774950780799381,45.87404496115265,0,0,867
Machine_179,4489,55.18845117710679,4.6914104710228575,43.69377086241343,0,0,878
Machine_180,2427,71.51652635580908,7.306524495100586,58.86144508866443,0,0,890
Machine_181,3031,50.476147601878,4.17169036720718,66.80023563757396,0,0,901
Machine_182,297,24.36523266261592,2.506997710912866,145.3894765246699,0,0,912
Machine_183,2030,67.95689117269733,6.51043183099292,99.4167901202263,0,0,923
Machine_184,3682,92.19226208885398,9.772132293188545,148.5114929415937,1,1,934
Machine_185,708,50.65722927578014,3.450709228255631,74.69603373908079,0,0,945
Machine_186,3372,37.30662221046616,4.879211126019126,84.91519591073293,0,0,956
Machine_187,1247,55.40618767462523,6.9030130251636095,68.9494390998335,0,0,967
Machine_188,4382,23.869016883902468,5.6443096801636345,51.94651810758632,0,0,978
Machine_189,3497,85.63900675842198,8.512564059235968,47.1797649333095,1,1,989
Machine_190,2611,86.10726487601494,7.736555711460401,143.40950373693985,1,0,1001
Machine_191,1894,67.04003707437028,1.053823436692392,148.41728181585069,0,0,1012
Machine_192,759,48.24823111507116,9.985001722275854,35.389139581047786,0,0,1023
Machine_193,2911,83.98266915566268,7.647823310334939,48.04150496781198,1,0,1034
Machine_194,1469,64.37496198306937,8.707081504794075,80.82289107612272,0,0,1045
Machine_195,2086,86.0745846840013,6.686378264905791,52.36001716132888,1,0,1056
Machine_196,246,70.51670340664165,8.63470871644424,73.665647235226,0,0,1067
Machine_197,3319,82.75243785702378,1.5676382618227394,45.491561983156,1,0,1078
Machine_198,3011,67.88503945742079,3.803509437813498,84.78141080661483,0,0,1089
Machine_199,1834,53.1312854572533,8.82599896424268,62.60335394031111,0,0,1100
Machine_200,1943,96.635668794091,2.4157245070354763,72.22860669103929,1,0,1113
Machine_201,588,63.289105990307576,1.243299936510216,41.31751817552971,0,0,1124
Machine_202,3076,68.40716148324307,7.98712992947958,81.375366085217,0,1,1135
Machine_203,2059,37.639011153179936,8.437118478611314,147.99091331538838,0,0,1146
Machine_204,2485,70.05206315418212,2.045196072804056,69.45996562574284,0,0,1157
Machine_205,3019,65.72861195863551,8.616286836435798,135.1715129810922,0,1,1168
Machine_206,4836,34.78707183576199,7.024294058173111,131.1838969948422,0,1,1179
Machine_207,1902,24.7669677882515,5.440785490557548,144.24701019566527,0,0,1190
Machine_208,4161,68.34874557718169,8.387376831423158,124.81314147205134,0,1,1201
Machine_209,3469,81.09538154802564,4.482867868530175,109.1516192470578,1,0,1212
Machine_210,362,61.87210967376066,2.342942584122273,132.79013330729492,0,0,1224
Machine_211,723,38.14181002557166,3.2061004278008296,39.07736167888196,0,0,1235
Machine_212,1116,73.32175813544279,5.299058173786491,85.53967886385693,0,0,1246
Machine_213,3743,26.40845812876818,5.547642530395169,148.71074863380704,0,0,1257
Machine_214,2149,55.34669638415637,8.15301785119172,122.35201815536789,0,0,1268
Machine_215,3823,33.06934067187362,8.017850874697178,145.44904536446677,0,1,1279
Machine_216,4648,34.75672408479067,6.022982293443461,123.55612273601749,0,0,1290
Machine_217,3208,36.18351593265629,7.917462091972025,134.9858360930573,0,1,1301
Machine_218,4190,50.93656456351823,2.3218478537898743,114.78355587638292,0,0,1312
Machine_219,2156,24.09201644963181,0.9756130073862964,121.26024053006876,0,0,1323
Machine_220,3270,51.823475274327855,8.79952131502965,92.78136118074008,0,1,1335
Machine_221,1782,60.93659576917607,1.2177676907463109,140.90852409769593,0,0,1346
Machine_222,2355,58.663542797306015,2.843540082567974,129.0046692748034,0,0,1357
Machine_223,1254,50.622728032243245,7.105530021431654,131.26619587987585,0,0,1368
Machine_224,4599,87.1317286456602,4.389755407459437,110.76109211556629,1,0,1379
Machine_225,3291,31.62613539364033,8.824982714197334,66.54959365046989,0,1,1390
Machine_226,1796,60.45573950250992,3.3308080492915604,34.27557544681672,0,0,1401
Machine_227,4091,24.963313356524345,0.6127777933589134,142.27861552914533,0,0,1412
Machine_228,4823,25.69245431023278,3.356228585327069,100.33444185665962,0,0,1423
Machine_229,4782,65.9092679741677,5.991712967255901,65.77715653777683,0,0,1434
Machine_230,1748,65.28147399102568,4.071414566331287,47.89621294170453,0,0,1446
Machine_231,1545,90.24268102755656,5.581291179708175,129.54277986009055,1,0,1457
Machine_232,4299,64.62989405280585,8.827682128932677,130.38242333370948,0,1,1468
Machine_233,4023,96.783281632388,9.1686080151885,127.74095617566378,1,1,1479
Machine_234,353,23.89558787199438,3.026753614214065,107.40992303601436,0,0,1490
Machine_235,3283,27.840614782459284,4.890334496064057,73.92184651102511,0,0,1501
Machine_236,2657,23.525268925630517,5.716868144793787,66.48843417363084,0,0,1512
Machine_237,198,34.8221480266832,9.516568340438347,31.02657241418042,0,0,1523
Machine_238,2300,63.301608875334246,9.986864532061654,130.03290704258885,0,0,1534
Machine_239,3061,71.64577451419424,2.736368863994503,40.49192369923709,0,0,1545
Machine_240,4533,23.646812635893504,7.406308777785247,105.69059976489211,0,1,1557
Machine_241,3877,95.67767118764796,4.091295091215354,90.4889936208106,1,0,1568
Machine_242,2969,87.37323013203049,0.5770278704190257,93.20272307116214,1,0,1579
Machine_243,3334,43.72899857256745,0.5878989631410724,141.2055414369328,0,0,1590
Machine_244,3891,26.17500241811744,4.875377071841429,33.79380135254905,0,0,1601
Machine_245,1056,33.59096585752458,5.139181673541179,122.80706695545268,0,0,1612
Machine_246,4167,30.15555310039781,0.7144121174477052,36.24628780407686,0,0,1623
Machine_247,260,29.86270234391575,7.025810459355873,34.57843271224527,0,0,1634
Machine_248,4593,61.48493509325871,3.2930321916520544,81.57812377696584,0,0,1645
Machine_249,1400,39.66779539947203,5.818984464591519,37.56902092115601,0,0,1656
Machine_250,4087,48.65117732233156,3.358731195071478,124.69727415514944,0,0,1668
Machine_251,1627,99.1604266707458,2.087775991258418,93.54757123780048,1,0,1679
Machine_252,1318,74.74513991402759,4.368150516689315,33.484653919172935,0,0,1690
Machine_253,4596,95.91845336376012,2.7065969655097573,34.86008237783034,1,0,1701
Machine_254,4835,31.404524402649248,5.580609280732096,103.52022356873752,0,0,1712
Machine_255,3204,50.57115798660554,2.38887103772156,126.7334181190086,0,0,1723
Machine_256,2835,64.37854426258835,5.329856778123957,82.53594375297283,0,0,1734
Machine_257,4655,26.14064495109904,1.9950958912542416,96.54968058427492,0,0,1745
Machine_258,1054,20.33499549023663,6.874259740114957,125.97953448598818,0,0,1756
Machine_259,4665,73.6347467037534,7.662408002193528,103.2607408850183,0,1,1767
Machine_260,3546,71.34556134411483,1.548745225374371,56.971228519058336,0,0,1779
Machine_261,1145,52.86310479996894,4.944122914354722,103.56624310433745,0,0,1790
Machine_262,1793,59.17152608256261,1.173281156221299,105.39353508782564,0,0,1801
Machine_263,3536,53.23544004736717,6.182733232649023,118.0928377057352,0,0,1812
Machine_264,662,21.92040358759111,3.011840830331631,104.50490250681617,0,0,1823
Machine_265,2585,46.82972849739699,5.512432339967725,146.30905565496454,0,0,1834
Machine_266,3454,34.16658043178319,5.415879589150766,53.67459704604822,0,0,1845
Machine_267,325,27.8739351281095,9.281366288841104,144.13088154804916,0,0,1856
Machine_268,4993,96.537634711148,5.716290614402867,94.60073884200196,1,0,1867
Machine_269,1059,67.94877800337325,6.038485557323998,110.63473685938943,0,0,1878
Machine_270,4648,78.29250273892822,4.315704694761613,41.93539169426278,0,0,1890
Machine_271,3167,45.2290994612894,9.51625623023676,75.66911296537285,0,1,1901
Machine_272,915,51.45177035952122,7.883266139676292,122.32549757558073,0,0,1912
Machine_273,4854,38.95391951173788,3.211350257876995,114.82932181187884,0,0,1923
Machine_274,4742,27.75725367723398,8.519991064874205,34.816726579849224,0,1,1934
Machine_275,3220,34.3225309953267,4.607765421758355,95.59131161966936,0,0,1945
Machine_276,116,83.80112362371887,8.372337863569143,40.59338315620913,1,0,1956
Machine_277,1343,74.20366441470208,8.31743664878827,149.50277150137947,0,0,1967
Machine_278,2305,63.75431007883815,2.294266774247117,137.67559062399536,0,0,1978
Machine_279,2624,58.00718982934144,7.160840748143981,32.52967925142443,0,0,1989
Machine_280,1169,93.79474269248996,3.261108208412045,133.0379494683157,1,0,2001
Machine_281,3544,25.818795822293477,3.326180364930348,140.33155206700891,0,0,2012
Machine_282,2665,42.44806505903328,3.315306730365517,72.4257867076146,0,0,2023
Machine_283,1160,47.99502828565713,7.3928983518195075,116.3401986057319,0,0,2034
Machine_284,2427,82.59406497702302,2.6833473970290926,83.05244954493347,1,0,2045
Machine_285,3520,99.4011696129577,0.5086054348378571,108.6278981491613,1,0,2056
Machine_286,401,39.253641180572245,7.294750108085014,70.83808851578297,0,0,2067
Machine_287,4376,89.94458673096645,2.12625506643369,68.70710839599221,1,0,2078
Machine_288,706,86.4498208345433,1.4925827554244293,80.93206666290948,1,0,2089
Machine_289,3270,37.97259181134133,2.756403145643571,47.46813103830014,0,0,2100
Machine_290,799,51.94660641593781,4.109054962065688,129.7366757322459,0,0,2112
Machine_291,1239,52.77382954340153,5.021110110995407,71.8437474433964,0,0,2123
Machine_292,290,98.25765348212468,0.9234153867699928,78.01794646870141,1,0,2134
Machine_293,2400,34.47135211031187,9.720446659959924,137.28655352425736,0,0,2145
Machine_294,1080,83.93263768838256,7.302599007485802,89.59485768758057,1,0,2156
Machine_295,3075,46.73541713384879,3.5703436205811934,95.31046912210356,0,0,2167
Machine_296,1284,78.46962766209283,3.5276239442112747,144.77977497325182,0,0,2178
Machine_297,3427,53.60088034365303,4.761154219000364,136.4071659773987,0,0,2189
Machine_298,3494,66.2687810493232,6.449325816248813,50.33600506661274,0,0,2200
Machine_299,227,86.60894186609049,1.8905441325951935,86.7858035901726,1,0,2211
Machine_300,2165,84.33324519871073,2.294833230767047,146.55554729142546,1,0,2224
Machine_301,1916,89.31385468317602,8.664628536918734,74.68395578743232,1,0,2235
Machine_302,669,24.76938602757272,2.9344217769461896,74.58877302194401,0,0,2246
Machine_303,1995,75.36404424317959,4.1118524807641865,53.40362781469853,0,0,2257
Machine_304,2833,31.198990137741028,8.777082584026113,43.718773694295024,0,0,2268
Machine_305,3963,53.26548544147288,6.799904379298314,118.8365748907178,0,0,2279
Machine_306,4821,63.88707320437508,3.74626285374604,122.40365624418196,0,0,2290
Machine_307,4114,52.21915877974646,6.995145684383897,146.28155562036,0,0,2301
Machine_308,3001,61.5689340642406,0.6869905461234302,122.81018530864355,0,0,2312
Machine_309,1786,99.72210470388951,7.4886052701079695,59.202299284031845,1,0,2323
Machine_310,3109,30.817385097028374,5.126652384904275,34.813989394621856,0,0,2335
Machine_311,254,74.03648362691405,8.225230399202381,148.25248612435922,0,0,2346
Machine_312,2637,51.680077310849214,9.56905769406145,70.85408346523269,0,0,2357
Machine_313,1509,30.6407839125863,9.2949912201984,67.43658509189049,0,0,2368
Machine_314,4157,32.698941069944766,9.138017912825736,138.7146251699259,0,1,2379
Machine_315,884,95.94184849964935,5.365614581371928,100.21198782539834,1,0,2390
Machine_316,3275,90.36811973694095,3.921350084319912,55.78454086189615,1,0,2401
Machine_317,4441,92.56335683320177,4.917835584941392,136.69154912594874,1,0,2412
Machine_318,2906,99.32262206619092,7.054012031476927,149.2033026065692,1,0,2423
Machine_319,637,36.66523120068143,8.897978880276273,40.40142733809969,0,0,2434
Machine_320,1941,48.43514698912494,2.466369878501136,133.47019539629846,0,0,2446
Machine_321,2555,73.53752239398933,9.22283500538618,76.86188372212727,0,0,2457
Machine_322,624,58.70420318885178,8.244212203713946,92.88869358080451,0,0,2468
Machine_323,3050,53.47116267026668,9.799132144193228,139.7779170917977,0,1,2479
Machine_324,4231,48.62489994684744,8.862391846176028,146.80550349301407,0,1,2490
Machine_325,4880,67.50245055547617,3.1594046320731133,61.45966924905593,0,0,2501
Machine_326,4215,66.04747429120656,1.5065811577684531,55.54209251518965,0,0,2512
Machine_327,2468,32.91662672513921,1.5662901839200918,39.66198703098142,0,0,2523
Machine_328,3947,57.73918700147512,3.266621526493623,97.41574231945656,0,0,2534
Machine_329,4595,64.27774209678799,6.334745377853123,31.632527454080197,0,0,2545
Machine_330,2801,65.62295509851124,8.141043097923138,79.42779571319238,0,0,2557
Machine_331,1071,36.80857543298814,9.042877916324866,38.80608199824103,0,0,2568
Machine_332,1266,79.38171138018294,6.425657151507711,78.62709395152008,0,0,2579
Machine_333,2874,22.01592758568557,0.5534974711065104,34.79186271187311,0,0,2590
Machine_334,2082,48.38654844345301,2.270009376926068,130.22607127305227,0,0,2601
Machine_335,953,82.41701188285069,1.4473989366069957,55.16867927262791,1,0,2612
Machine_336,4246,65.11143368443219,3.951582517905595,69.39704524294945,0,0,2623
Machine_337,3836,40.89299460086882,5.262834439520586,134.40575959276703,0,0,2634
Machine_338,3869,75.59624954744382,0.912273196496328,119.5519273598646,0,0,2645
Machine_339,674,65.39127553248588,3.8105407700587257,56.28460339704702,0,0,2656
Machine_340,3361,83.69948875651097,2.2022069089405645,38.62793023889952,1,0,2668
Machine_341,1248,78.80201489518586,6.647166579459302,115.88085322264074,0,0,2679
Machine_342,1815,68.80863376289878,4.91058750858123,76.88430608257312,0,0,2690
Machine_343,4877,59.05421402486512,5.205517645872133,121.92959989418657,0,0,2701
Machine_344,3954,30.654570053401876,4.563071986317881,83.43537268502524,0,0,2712
Machine_345,2591,40.9066414308307,9.582187249622386,71.52028955667316,0,0,2723
Machine_346,2760,53.52795783336682,2.539983688654851,84.14464898548758,0,0,2734
Machine_347,3224,67.9439429605111,5.408310468516806,119.8270782804812,0,0,2745
Machine_348,3151,61.09662841722439,7.492164999470692,138.2664343848449,0,1,2756
Machine_349,104,43.05476207676236,5.790021924778344,35.97206359062906,0,0,2767
