Machine_ID,Operating_Hours,Temperature,Vibration,Pressure,Maintenance_Required,Failure
Machine_244,3891,26.175002418117437,4.875377071841429,33.79380135254905,0,0
Machine_245,1056,33.59096585752458,5.139181673541179,122.80706695545268,0,0
Machine_246,4167,30.155553100397814,0.7144121174477052,36.24628780407686,0,0
Machine_247,260,29.86270234391575,7.025810459355873,34.57843271224527,0,0
Machine_248,4593,61.48493509325871,3.2930321916520544,81.57812377696584,0,0
Machine_249,1400,39.66779539947203,5.818984464591519,37.56902092115601,0,0
Machine_250,4087,48.651177322331556,3.358731195071478,124.69727415514944,0,0
Machine_251,1627,99.16042667074579,2.087775991258418,93.54757123780047,1,0
Machine_252,1318,74.74513991402759,4.368150516689315,33.484653919172935,0,0
Machine_253,4596,95.91845336376011,2.7065969655097573,34.86008237783034,1,0
Machine_254,4835,31.404524402649248,5.580609280732096,103.52022356873752,0,0
Machine_255,3204,50.57115798660554,2.3888710377215596,126.73341811900859,0,0
Machine_256,2835,64.37854426258835,5.329856778123957,82.53594375297283,0,0
Machine_257,4655,26.14064495109904,1.9950958912542418,96.54968058427492,0,0
Machine_258,1054,20.33499549023663,6.874259740114957,125.97953448598818,0,0
Machine_259,4665,73.6347467037534,7.662408002193528,103.2607408850183,0,1
Machine_260,3546,71.34556134411483,1.548745225374371,56.971228519058336,0,0
Machine_261,1145,52.86310479996894,4.944122914354722,103.56624310433743,0,0
Machine_262,1793,59.17152608256261,1.173281156221299,105.39353508782563,0,0
Machine_263,3536,53.23544004736717,6.1827332326490225,118.0928377057352,0,0
Machine_264,662,21.92040358759111,3.011840830331631,104.50490250681615,0,0
Machine_265,2585,46.82972849739699,5.512432339967725,146.30905565496454,0,0
Machine_266,3454,34.16658043178319,5.415879589150766,53.67459704604822,0,0
Machine_267,325,27.8739351281095,9.281366288841104,144.13088154804916,0,0
Machine_268,4993,96.53763471114799,5.716290614402867,94.60073884200196,1,0
Machine_269,1059,67.94877800337325,6.038485557323998,110.63473685938945,0,0
Machine_270,4648,78.29250273892822,4.315704694761613,41.93539169426278,0,0
Machine_271,3167,45.2290994612894,9.51625623023676,75.66911296537285,0,1
Machine_272,915,51.45177035952122,7.883266139676292,122.32549757558071,0,0
Machine_273,4854,38.95391951173788,3.211350257876995,114.82932181187884,0,0
Machine_274,4742,27.75725367723398,8.519991064874205,34.816726579849224,0,1
Machine_275,3220,34.3225309953267,4.607765421758355,95.59131161966936,0,0
Machine_276,116,83.80112362371887,8.372337863569143,40.59338315620913,1,0
Machine_277,1343,74.20366441470208,8.31743664878827,149.50277150137947,0,0
Machine_278,2305,63.75431007883815,2.2942667742471166,137.67559062399536,0,0
Machine_279,2624,58.00718982934144,7.160840748143981,32.52967925142443,0,0
Machine_280,1169,93.79474269248996,3.2611082084120455,133.0379494683157,1,0
Machine_281,3544,25.818795822293474,3.326180364930348,140.33155206700891,0,0
Machine_282,2665,42.448065059033276,3.315306730365517,72.4257867076146,0,0
Machine_283,1160,47.99502828565713,7.3928983518195075,116.3401986057319,0,0
Machine_284,2427,82.59406497702302,2.6833473970290926,83.05244954493347,1,0
Machine_285,3520,99.4011696129577,0.5086054348378571,108.6278981491613,1,0
Machine_286,401,39.253641180572245,7.294750108085014,70.83808851578297,0,0
Machine_287,4376,89.94458673096645,2.12625506643369,68.70710839599221,1,0
Machine_288,706,86.4498208345433,1.4925827554244293,80.93206666290948,1,0
Machine_289,3270,37.97259181134133,2.756403145643571,47.46813103830014,0,0
Machine_290,799,51.94660641593781,4.109054962065688,129.7366757322459,0,0
Machine_291,1239,52.77382954340153,5.021110110995407,71.8437474433964,0,0
Machine_292,290,98.25765348212467,0.9234153867699928,78.01794646870141,1,0
Machine_293,2400,34.47135211031187,9.720446659959924,137.28655352425736,0,0
Machine_294,1080,83.93263768838256,7.302599007485802,89.59485768758057,1,0
Machine_295,3075,46.73541713384879,3.5703436205811934,95.31046912210356,0,0
Machine_296,1284,78.46962766209283,3.5276239442112747,144.77977497325182,0,0
Machine_297,3427,53.60088034365303,4.761154219000364,136.4071659773987,0,0
Machine_298,3494,66.2687810493232,6.449325816248813,50.33600506661274,0,0
Machine_299,227,86.60894186609049,1.8905441325951937,86.7858035901726,1,0
Machine_300,2165,84.33324519871073,2.294833230767047,146.55554729142546,1,0
Machine_301,1916,89.31385468317602,8.664628536918734,74.68395578743232,1,0
Machine_302,669,24.769386027572722,2.9344217769461896,74.58877302194401,0,0
Machine_303,1995,75.36404424317959,4.1118524807641865,53.403627814698524,0,0
Machine_304,2833,31.198990137741028,8.777082584026113,43.718773694295024,0,0
Machine_305,3963,53.265485441472876,6.799904379298314,118.83657489071781,0,0
Machine_306,4821,63.88707320437508,3.7462628537460394,122.40365624418197,0,0
Machine_307,4114,52.21915877974646,6.995145684383897,146.28155562036,0,0
Machine_308,3001,61.5689340642406,0.6869905461234302,122.81018530864355,0,0
Machine_309,1786,99.72210470388953,7.4886052701079695,59.202299284031845,1,0
Machine_310,3109,30.817385097028378,5.126652384904275,34.813989394621856,0,0
Machine_311,254,74.03648362691405,8.225230399202381,148.25248612435922,0,0
Machine_312,2637,51.680077310849214,9.56905769406145,70.85408346523269,0,0
Machine_313,1509,30.6407839125863,9.2949912201984,67.43658509189049,0,0
Machine_314,4157,32.698941069944766,9.138017912825736,138.7146251699259,0,1
Machine_315,884,95.94184849964935,5.365614581371928,100.21198782539834,1,0
Machine_316,3275,90.36811973694097,3.9213500843199114,55.78454086189615,1,0
Machine_317,4441,92.56335683320175,4.9178355849413915,136.69154912594874,1,0
Machine_318,2906,99.32262206619092,7.054012031476927,149.2033026065692,1,0
Machine_319,637,36.66523120068143,8.897978880276273,40.40142733809969,0,0
Machine_320,1941,48.43514698912494,2.4663698785011356,133.47019539629846,0,0
Machine_321,2555,73.53752239398933,9.222835005386179,76.86188372212727,0,0
Machine_322,624,58.70420318885178,8.244212203713946,92.88869358080453,0,0
Machine_323,3050,53.47116267026668,9.799132144193228,139.7779170917977,0,1
Machine_324,4231,48.62489994684744,8.862391846176028,146.80550349301407,0,1
Machine_325,4880,67.50245055547617,3.1594046320731133,61.45966924905593,0,0
Machine_326,4215,66.04747429120656,1.5065811577684531,55.54209251518965,0,0
Machine_327,2468,32.91662672513921,1.5662901839200918,39.66198703098142,0,0
Machine_328,3947,57.73918700147512,3.266621526493623,97.41574231945656,0,0
Machine_329,4595,64.27774209678799,6.334745377853123,31.632527454080194,0,0
Machine_330,2801,65.62295509851124,8.141043097923138,79.42779571319238,0,0
Machine_331,1071,36.80857543298814,9.042877916324866,38.80608199824103,0,0
Machine_332,1266,79.38171138018294,6.425657151507711,78.62709395152008,0,0
Machine_333,2874,22.01592758568557,0.5534974711065104,34.79186271187311,0,0
Machine_334,2082,48.38654844345301,2.270009376926068,130.22607127305227,0,0
Machine_335,953,82.41701188285069,1.4473989366069955,55.168679272627905,1,0
Machine_336,4246,65.11143368443219,3.9515825179055954,69.39704524294945,0,0
Machine_337,3836,40.89299460086882,5.262834439520586,134.40575959276703,0,0
Machine_338,3869,75.59624954744382,0.912273196496328,119.5519273598646,0,0
Machine_339,674,65.39127553248588,3.8105407700587257,56.28460339704702,0,0
Machine_340,3361,83.69948875651097,2.2022069089405645,38.62793023889952,1,0
Machine_341,1248,78.80201489518586,6.647166579459302,115.88085322264074,0,0
Machine_342,1815,68.80863376289878,4.91058750858123,76.88430608257312,0,0
Machine_343,4877,59.05421402486512,5.205517645872133,121.92959989418655,0,0
Machine_344,3954,30.654570053401873,4.563071986317881,83.43537268502524,0,0
Machine_345,2591,40.9066414308307,9.582187249622386,71.52028955667316,0,0
Machine_346,2760,53.52795783336682,2.539983688654851,84.14464898548758,0,0
Machine_347,3224,67.9439429605111,5.408310468516806,119.8270782804812,0,0
Machine_348,3151,61.09662841722439,7.492164999470692,138.2664343848449,0,1
Machine_349,104,43.05476207676236,5.790021924778344,35.97206359062906,0,0
Machine_350,4969,20.517148623176844,9.32569841430961,92.89338494723461,0,1
Machine_351,976,59.69913775206511,4.0906993785922,33.940251490065314,0,0
Machine_352,1091,42.85007908497945,4.9049201548451915,86.20914540292304,0,0
Machine_353,4242,78.76866405684281,1.34096199453992,136.23393949162806,0,0
Machine_354,4464,21.915701221638678,6.285491554993321,73.39083197043716,0,0
Machine_355,4565,66.78622490446327,3.2380137002570075,141.8940505296772,0,0
Machine_356,735,95.31793900048524,2.022935875397904,105.67301659807313,1,0
Machine_357,1793,33.95274136891996,5.673047282592827,142.09864125516077,0,0
Machine_358,1782,57.73195926004763,5.556947502109151,120.85999504950236,0,0
Machine_359,4852,27.313759345371054,1.2207805916284518,42.41221999785147,0,0
Machine_360,219,70.05455298090821,7.133046808197491,57.73816410752125,0,0
Machine_361,930,64.04253444769805,6.425835811183102,77.30045455002075,0,0
Machine_362,3775,52.589241937026586,2.2956641860917237,50.41282584144912,0,0
Machine_363,1469,61.7101617178993,4.9596311904634165,89.38939257319926,0,0
Machine_364,840,91.72597267752082,7.34306770654632,86.56417868417887,1,0
Machine_365,216,35.70354418488536,5.529639535142127,144.75110376328576,0,0
Machine_366,2938,21.80516093642778,4.257146223743916,82.04734594751733,0,0
Machine_367,1250,88.93319077592808,3.5622153517689643,124.27521651455973,1,0
Machine_368,2031,66.16936659103251,6.29874173311851,143.02926538217758,0,0
Machine_369,1112,91.2526764369474,9.421532633947285,135.23865971687826,1,0
Machine_370,1764,67.75561787305381,6.881575984536092,55.04011494139102,0,0
Machine_371,1181,84.8128871967762,1.2100860845449972,89.52358731042531,1,0
Machine_372,4829,54.373869068411835,4.876507248080271,71.72877387551108,0,0
Machine_373,612,79.9887945030615,8.962829249350962,77.98304341646586,0,0
Machine_374,2949,93.04331735118848,1.3973930451103254,73.29681914949015,1,0
Machine_375,659,65.7698370977765,9.894319265306661,129.16310522100048,0,0
